CancerType,ENSG,cMDT,GeneName,Count,Total,Frequency
Lung.Lung-SCC,ENSG00000176438,ENST00000553340,SYNE3,1,47,0.02
Lung.Lung-SCC,ENSG00000176273,ENST00000605679,SLC35G1,1,47,0.02
Lung.Lung-SCC,ENSG00000173153,ENST00000406310,ESRRA,1,47,0.02
Lung.Lung-SCC,ENSG00000172175,ENST00000345724,MALT1,1,47,0.02
Lung.Lung-SCC,ENSG00000171723,ENST00000553936,GPHN,1,47,0.02
Lung.Lung-SCC,ENSG00000169727,ENST00000355130,GPS1,1,47,0.02
Lung.Lung-SCC,ENSG00000167965,ENST00000301724,MLST8,1,47,0.02
Lung.Lung-SCC,ENSG00000167703,ENST00000571376,SLC43A2,1,47,0.02
Lung.Lung-SCC,ENSG00000167186,ENST00000544894,COQ7,1,47,0.02
Lung.Lung-SCC,ENSG00000167085,ENST00000419140,PHB,1,47,0.02
Lung.Lung-SCC,ENSG00000166579,ENST00000402554,NDEL1,1,47,0.02
Lung.Lung-SCC,ENSG00000165060,ENST00000377270,FXN,1,47,0.02
Lung.Lung-SCC,ENSG00000164953,ENST00000520680,TMEM67,1,47,0.02
Lung.Lung-SCC,ENSG00000164867,ENST00000467517,NOS3,1,47,0.02
Lung.Lung-SCC,ENSG00000161526,ENST00000583536,SAP30BP,1,47,0.02
Lung.Lung-SCC,ENSG00000161036,ENST00000485808,LRWD1,1,47,0.02
Lung.Lung-SCC,ENSG00000160410,ENST00000600718,SHKBP1,1,47,0.02
Lung.Lung-SCC,ENSG00000156273,ENST00000550131,BACH1,1,47,0.02
Lung.Lung-SCC,ENSG00000154229,ENST00000578063,PRKCA,1,47,0.02
Lung.Lung-SCC,ENSG00000154188,ENST00000520734,ANGPT1,1,47,0.02
Lung.Lung-SCC,ENSG00000154188,ENST00000297450,ANGPT1,1,47,0.02
Lung.Lung-SCC,ENSG00000149809,ENST00000524690,TM7SF2,1,47,0.02
Lung.Lung-SCC,ENSG00000149311,ENST00000531525,ATM,1,47,0.02
Lung.Lung-SCC,ENSG00000143882,ENST00000272238,ATP6V1C2,1,47,0.02
Lung.Lung-SCC,ENSG00000141867,ENST00000371835,BRD4,1,47,0.02
Lung.Lung-SCC,ENSG00000141522,ENST00000579121,ARHGDIA,1,47,0.02
Lung.Lung-SCC,ENSG00000137868,ENST00000432245,STRA6,1,47,0.02
Lung.Lung-SCC,ENSG00000137496,ENST00000393707,IL18BP,1,47,0.02
Lung.Lung-SCC,ENSG00000135426,ENST00000528240,TESPA1,1,47,0.02
Lung.Lung-SCC,ENSG00000134824,ENST00000522056,FADS2,1,47,0.02
Lung.Lung-SCC,ENSG00000132142,ENST00000588142,ACACA,1,47,0.02
Lung.Lung-SCC,ENSG00000130176,ENST00000586059,CNN1,1,47,0.02
Lung.Lung-SCC,ENSG00000125970,ENST00000442805,RALY,1,47,0.02
Lung.Lung-SCC,ENSG00000123268,ENST00000549612,ATF1,1,47,0.02
Lung.Lung-SCC,ENSG00000123179,ENST00000378268,EBPL,1,47,0.02
Lung.Lung-SCC,ENSG00000121797,ENST00000357392,CCRL2,1,47,0.02
Lung.Lung-SCC,ENSG00000120471,ENST00000602346,TP53AIP1,1,47,0.02
Lung.Lung-SCC,ENSG00000117713,ENST00000524572,ARID1A,1,47,0.02
Lung.Lung-SCC,ENSG00000115977,ENST00000406297,AAK1,1,47,0.02
Lung.Lung-SCC,ENSG00000115165,ENST00000435117,CYTIP,1,47,0.02
Lung.Lung-SCC,ENSG00000114993,ENST00000233330,RTKN,1,47,0.02
Lung.Lung-SCC,ENSG00000110104,ENST00000535217,CCDC86,1,47,0.02
Lung.Lung-SCC,ENSG00000108799,ENST00000593214,EZH1,1,47,0.02
Lung.Lung-SCC,ENSG00000108591,ENST00000395726,DRG2,1,47,0.02
Lung.Lung-SCC,ENSG00000106771,ENST00000413712,TMEM245,1,47,0.02
Lung.Lung-SCC,ENSG00000106266,ENST00000435060,SNX8,1,47,0.02
Lung.Lung-SCC,ENSG00000105676,ENST00000541725,ARMC6,1,47,0.02
Lung.Lung-SCC,ENSG00000105372,ENST00000601492,RPS19,1,47,0.02
Lung.Lung-SCC,ENSG00000105364,ENST00000592514,MRPL4,1,47,0.02
Lung.Lung-SCC,ENSG00000104679,ENST00000518454,R3HCC1,1,47,0.02
Lung.Lung-SCC,ENSG00000104660,ENST00000519466,LEPROTL1,1,47,0.02
Lung.Lung-SCC,ENSG00000103888,ENST00000560027,KIAA1199,1,47,0.02
Lung.Lung-SCC,ENSG00000103148,ENST00000399953,NPRL3,1,47,0.02
Lung.Lung-SCC,ENSG00000102886,ENST00000566434,GDPD3,1,47,0.02
Lung.Lung-SCC,ENSG00000102230,ENST00000379144,PCYT1B,1,47,0.02
Lung.Lung-SCC,ENSG00000100284,ENST00000395736,TOM1,1,47,0.02
Lung.Lung-SCC,ENSG00000099797,ENST00000598333,TECR,1,47,0.02
Lung.Lung-SCC,ENSG00000079156,ENST00000409045,OSBPL6,1,47,0.02
Lung.Lung-SCC,ENSG00000073910,ENST00000380250,FRY,1,47,0.02
Lung.Lung-SCC,ENSG00000067829,ENST00000444450,IDH3G,1,47,0.02
Lung.Lung-SCC,ENSG00000066427,ENST00000554350,ATXN3,1,47,0.02
Lung.Lung-SCC,ENSG00000023191,ENST00000524464,RNH1,1,47,0.02
Lung.Lung-SCC,ENSG00000003400,ENST00000346817,CASP10,1,47,0.02
Liver.Liver-HCC,ENSG00000243716,ENST00000356156,NPIPB5,2,100,0.02
Liver.Liver-HCC,ENSG00000221978,ENST00000408918,CCNL2,2,100,0.02
Liver.Liver-HCC,ENSG00000213398,ENST00000573538,LCAT,2,100,0.02
Liver.Liver-HCC,ENSG00000213398,ENST00000570396,LCAT,2,100,0.02
Liver.Liver-HCC,ENSG00000198089,ENST00000425671,SFI1,2,100,0.02
Liver.Liver-HCC,ENSG00000198046,ENST00000342634,ZNF667,2,100,0.02
Liver.Liver-HCC,ENSG00000197555,ENST00000381232,SIPA1L1,2,100,0.02
Liver.Liver-HCC,ENSG00000196535,ENST00000531253,MYO18A,2,100,0.02
Liver.Liver-HCC,ENSG00000189144,ENST00000339503,ZNF573,2,100,0.02
Liver.Liver-HCC,ENSG00000184990,ENST00000553819,SIVA1,2,100,0.02
Liver.Liver-HCC,ENSG00000184076,ENST00000401406,UQCR10,2,100,0.02
Liver.Liver-HCC,ENSG00000181830,ENST00000314134,SLC35C1,2,100,0.02
Liver.Liver-HCC,ENSG00000175048,ENST00000359775,ZDHHC14,2,100,0.02
Liver.Liver-HCC,ENSG00000173762,ENST00000583376,CD7,2,100,0.02
Liver.Liver-HCC,ENSG00000164889,ENST00000413384,SLC4A2,2,100,0.02
Liver.Liver-HCC,ENSG00000163467,ENST00000470342,TSACC,2,100,0.02
Liver.Liver-HCC,ENSG00000162365,ENST00000371890,CYP4A22,2,100,0.02
Liver.Liver-HCC,ENSG00000161996,ENST00000549091,WDR90,2,100,0.02
Liver.Liver-HCC,ENSG00000160282,ENST00000446405,FTCD,2,100,0.02
Liver.Liver-HCC,ENSG00000157992,ENST00000452499,KRTCAP3,2,100,0.02
Liver.Liver-HCC,ENSG00000143549,ENST00000341485,TPM3,2,100,0.02
Liver.Liver-HCC,ENSG00000137713,ENST00000311129,PPP2R1B,2,100,0.02
Liver.Liver-HCC,ENSG00000136457,ENST00000506187,CHAD,2,100,0.02
Liver.Liver-HCC,ENSG00000131620,ENST00000538023,ANO1,2,100,0.02
Liver.Liver-HCC,ENSG00000131620,ENST00000355303,ANO1,2,100,0.02
Liver.Liver-HCC,ENSG00000130592,ENST00000405957,LSP1,2,100,0.02
Liver.Liver-HCC,ENSG00000124067,ENST00000338335,SLC12A4,2,100,0.02
Liver.Liver-HCC,ENSG00000117054,ENST00000370841,ACADM,2,100,0.02
Liver.Liver-HCC,ENSG00000117010,ENST00000372697,ZNF684,2,100,0.02
Liver.Liver-HCC,ENSG00000116871,ENST00000373150,MAP7D1,2,100,0.02
Liver.Liver-HCC,ENSG00000112237,ENST00000520429,CCNC,2,100,0.02
Liver.Liver-HCC,ENSG00000091972,ENST00000478595,CD200,2,100,0.02
Liver.Liver-HCC,ENSG00000067369,ENST00000434595,TP53BP1,2,100,0.02
Liver.Liver-HCC,ENSG00000067066,ENST00000409897,SP100,2,100,0.02
Kidney.Kidney-RCC,ENSG00000258643,ENST00000557008,BCL2L2-PABPN1,2,117,0.02
Kidney.Kidney-RCC,ENSG00000250151,ENST00000397256,ARPC4-TTLL3,2,117,0.02
Kidney.Kidney-RCC,ENSG00000214226,ENST00000397861,C17orf67,2,117,0.02
Kidney.Kidney-RCC,ENSG00000213614,ENST00000566304,HEXA,2,117,0.02
Kidney.Kidney-RCC,ENSG00000198064,ENST00000564219,RP11-347C12.1,2,117,0.02
Kidney.Kidney-RCC,ENSG00000197345,ENST00000450904,MRPL21,2,117,0.02
Kidney.Kidney-RCC,ENSG00000196182,ENST00000373130,STK40,2,117,0.02
Kidney.Kidney-RCC,ENSG00000196081,ENST00000597537,ZNF724P,2,117,0.02
Kidney.Kidney-RCC,ENSG00000189227,ENST00000557807,C15orf61,2,117,0.02
Kidney.Kidney-RCC,ENSG00000188917,ENST00000372939,TRMT2B,2,117,0.02
Kidney.Kidney-RCC,ENSG00000188313,ENST00000463777,PLSCR1,2,117,0.02
Kidney.Kidney-RCC,ENSG00000187456,ENST00000293273,RDM1,2,117,0.02
Kidney.Kidney-RCC,ENSG00000184601,ENST00000331952,C14orf180,2,117,0.02
Kidney.Kidney-RCC,ENSG00000182646,ENST00000416923,FAM156A,2,117,0.02
Kidney.Kidney-RCC,ENSG00000181513,ENST00000376955,ACBD4,2,117,0.02
Kidney.Kidney-RCC,ENSG00000175764,ENST00000321582,TTLL11,2,117,0.02
Kidney.Kidney-RCC,ENSG00000172667,ENST00000432729,ZMAT3,2,117,0.02
Kidney.Kidney-RCC,ENSG00000171680,ENST00000377748,PLEKHG5,2,117,0.02
Kidney.Kidney-RCC,ENSG00000169372,ENST00000552983,CRADD,2,117,0.02
Kidney.Kidney-RCC,ENSG00000169291,ENST00000555188,SHE,2,117,0.02
Kidney.Kidney-RCC,ENSG00000169230,ENST00000504594,PRELID1,2,117,0.02
Kidney.Kidney-RCC,ENSG00000168827,ENST00000478254,GFM1,2,117,0.02
Kidney.Kidney-RCC,ENSG00000168374,ENST00000489843,ARF4,2,117,0.02
Kidney.Kidney-RCC,ENSG00000168280,ENST00000414838,KIF5C,2,117,0.02
Kidney.Kidney-RCC,ENSG00000167992,ENST00000335613,VWCE,2,117,0.02
Kidney.Kidney-RCC,ENSG00000167645,ENST00000329420,YIF1B,2,117,0.02
Kidney.Kidney-RCC,ENSG00000167384,ENST00000221327,ZNF180,2,117,0.02
Kidney.Kidney-RCC,ENSG00000165028,ENST00000374762,NIPSNAP3B,2,117,0.02
Kidney.Kidney-RCC,ENSG00000163507,ENST00000295746,KIAA1524,2,117,0.02
Kidney.Kidney-RCC,ENSG00000163486,ENST00000419187,SRGAP2,2,117,0.02
Kidney.Kidney-RCC,ENSG00000163395,ENST00000335211,IGFN1,2,117,0.02
Kidney.Kidney-RCC,ENSG00000160145,ENST00000291478,KALRN,2,117,0.02
Kidney.Kidney-RCC,ENSG00000158552,ENST00000425849,ZFAND2B,2,117,0.02
Kidney.Kidney-RCC,ENSG00000158163,ENST00000492010,DZIP1L,2,117,0.02
Kidney.Kidney-RCC,ENSG00000151327,ENST00000555260,FAM177A1,2,117,0.02
Kidney.Kidney-RCC,ENSG00000146540,ENST00000397100,C7orf50,2,117,0.02
Kidney.Kidney-RCC,ENSG00000139344,ENST00000266736,AMDHD1,2,117,0.02
Kidney.Kidney-RCC,ENSG00000138796,ENST00000454409,HADH,2,117,0.02
Kidney.Kidney-RCC,ENSG00000138190,ENST00000371552,EXOC6,2,117,0.02
Kidney.Kidney-RCC,ENSG00000137936,ENST00000370244,BCAR3,2,117,0.02
Kidney.Kidney-RCC,ENSG00000133110,ENST00000379749,POSTN,2,117,0.02
Kidney.Kidney-RCC,ENSG00000132321,ENST00000254653,IQCA1,2,117,0.02
Kidney.Kidney-RCC,ENSG00000131876,ENST00000559309,SNRPA1,2,117,0.02
Kidney.Kidney-RCC,ENSG00000125637,ENST00000441564,PSD4,2,117,0.02
Kidney.Kidney-RCC,ENSG00000124279,ENST00000511261,FASTKD3,2,117,0.02
Kidney.Kidney-RCC,ENSG00000122257,ENST00000452655,RBBP6,2,117,0.02
Kidney.Kidney-RCC,ENSG00000122254,ENST00000261374,HS3ST2,2,117,0.02
Kidney.Kidney-RCC,ENSG00000117009,ENST00000366557,KMO,2,117,0.02
Kidney.Kidney-RCC,ENSG00000116885,ENST00000433045,OSCP1,2,117,0.02
Kidney.Kidney-RCC,ENSG00000116698,ENST00000347615,SMG7,2,117,0.02
Kidney.Kidney-RCC,ENSG00000115339,ENST00000392701,GALNT3,2,117,0.02
Kidney.Kidney-RCC,ENSG00000109667,ENST00000309065,SLC2A9,2,117,0.02
Kidney.Kidney-RCC,ENSG00000108370,ENST00000449996,RGS9,2,117,0.02
Kidney.Kidney-RCC,ENSG00000107890,ENST00000376087,ANKRD26,2,117,0.02
Kidney.Kidney-RCC,ENSG00000106344,ENST00000223073,RBM28,2,117,0.02
Kidney.Kidney-RCC,ENSG00000105808,ENST00000461209,RASA4,2,117,0.02
Kidney.Kidney-RCC,ENSG00000104361,ENST00000341166,NIPAL2,2,117,0.02
Kidney.Kidney-RCC,ENSG00000102048,ENST00000380488,ASB9,2,117,0.02
Kidney.Kidney-RCC,ENSG00000101307,ENST00000568365,SIRPB1,2,117,0.02
Kidney.Kidney-RCC,ENSG00000096093,ENST00000538167,EFHC1,2,117,0.02
Kidney.Kidney-RCC,ENSG00000095066,ENST00000588052,HOOK2,2,117,0.02
Kidney.Kidney-RCC,ENSG00000093183,ENST00000423701,SEC22C,2,117,0.02
Kidney.Kidney-RCC,ENSG00000093010,ENST00000449653,COMT,2,117,0.02
Kidney.Kidney-RCC,ENSG00000087494,ENST00000201015,PTHLH,2,117,0.02
Kidney.Kidney-RCC,ENSG00000087088,ENST00000391871,BAX,2,117,0.02
Kidney.Kidney-RCC,ENSG00000085117,ENST00000524750,CD82,2,117,0.02
Kidney.Kidney-RCC,ENSG00000078900,ENST00000378295,TP73,2,117,0.02
Kidney.Kidney-RCC,ENSG00000077097,ENST00000542520,TOP2B,2,117,0.02
Kidney.Kidney-RCC,ENSG00000066185,ENST00000433602,ZMYND12,2,117,0.02
Kidney.Kidney-RCC,ENSG00000055118,ENST00000430723,KCNH2,2,117,0.02
Kidney.Kidney-RCC,ENSG00000054938,ENST00000263671,CHRDL2,2,117,0.02
Kidney.Kidney-RCC,ENSG00000040633,ENST00000576955,PHF23,2,117,0.02
Kidney.Kidney-RCC,ENSG00000021488,ENST00000592232,SLC7A9,2,117,0.02
Kidney.Kidney-RCC,ENSG00000018236,ENST00000551424,CNTN1,2,117,0.02
Kidney.Kidney-RCC,ENSG00000006757,ENST00000444736,PNPLA4,2,117,0.02
Kidney.Kidney-ChRCC,ENSG00000214655,ENST00000604729,ZSWIM8,1,43,0.02
Kidney.Kidney-ChRCC,ENSG00000203485,ENST00000398337,INF2,1,43,0.02
Kidney.Kidney-ChRCC,ENSG00000196345,ENST00000341840,ZKSCAN7,1,43,0.02
Kidney.Kidney-ChRCC,ENSG00000189184,ENST00000511115,PCDH18,1,43,0.02
Kidney.Kidney-ChRCC,ENSG00000188895,ENST00000398532,MSL1,1,43,0.02
Kidney.Kidney-ChRCC,ENSG00000183054,ENST00000455695,RGPD6,1,43,0.02
Kidney.Kidney-ChRCC,ENSG00000180822,ENST00000419065,PSMG4,1,43,0.02
Kidney.Kidney-ChRCC,ENSG00000179364,ENST00000447393,PACS2,1,43,0.02
Kidney.Kidney-ChRCC,ENSG00000175564,ENST00000426995,UCP3,1,43,0.02
Kidney.Kidney-ChRCC,ENSG00000174501,ENST00000528268,ANKRD36C,1,43,0.02
Kidney.Kidney-ChRCC,ENSG00000174501,ENST00000456556,ANKRD36C,1,43,0.02
Kidney.Kidney-ChRCC,ENSG00000172264,ENST00000217246,MACROD2,1,43,0.02
Kidney.Kidney-ChRCC,ENSG00000171811,ENST00000448925,TTC40,1,43,0.02
Kidney.Kidney-ChRCC,ENSG00000171798,ENST00000368571,KNDC1,1,43,0.02
Kidney.Kidney-ChRCC,ENSG00000170791,ENST00000396723,CHCHD7,1,43,0.02
